TIMESTAMP,VectorWindSpeed,VectorWindDirection,SpeedDirectionReliability,W_Speed,W_Reliability,W_Count,W_StandardDeviation,W_Amplitude,W_Noise,W_SNR,W_ValidCount,V_Speed,V_Reliability,V_Count,V_StandardDeviation,V_Amplitude,V_Noise,V_SNR,V_ValidCount,U_Speed,U_Reliability,U_Count,U_StandardDeviation,U_Amplitude,U_Noise,U_SNR,U_ValidCount
2025-01-07 00:00:00,0.10,72.00,9.00,0.03,9,273.00,0.20,3466,445.00,17.70,270.00,-0.10,9,273.00,0.90,2379,376.00,15.90,268.00,-0.10,9,273.00,1.10,3218,531.00,15.70,267.00
2025-01-07 00:15:00,0.50,65.00,9.00,0.02,9,276.00,0.18,3291,411.00,16.90,253.00,-0.40,9,276.00,1.20,2232,364.00,14.90,253.00,-0.20,9,276.00,1.60,2940,518.00,14.40,251.00
2025-01-07 00:30:00,0.60,97.00,9.00,0.04,9,273.00,0.19,3446,447.00,17.60,271.00,-0.30,9,273.00,1.00,2470,391.00,15.90,271.00,-0.50,9,273.00,1.80,3146,602.00,14.60,268.00
2025-01-07 00:45:00,0.30,66.00,9.00,0.03,9,273.00,0.19,3488,433.00,17.90,271.00,-0.20,9,273.00,0.90,2307,369.00,15.90,268.00,-0.10,9,273.00,1.00,3074,506.00,15.70,268.00
2025-01-07 01:00:00,0.20,70.00,9.00,0.04,9,274.00,0.19,3414,423.00,17.90,274.00,-0.20,9,274.00,1.00,2288,372.00,15.60,271.00,-0.10,9,274.00,0.70,3128,468.00,16.40,269.00
2025-01-07 01:15:00,0.40,73.00,9.00,0.04,9,275.00,0.24,3118,421.00,16.30,253.00,-0.40,9,275.00,1.10,2191,381.00,14.50,250.00,-0.30,9,275.00,1.50,2827,501.00,14.40,250.00
2025-01-07 01:30:00,0.20,99.00,9.00,0.04,9,274.00,0.19,3385,438.00,17.60,273.00,-0.10,9,274.00,1.00,2457,386.00,16.00,269.00,-0.20,9,274.00,1.20,3159,540.00,15.40,269.00
2025-01-07 01:45:00,0.30,115.00,9.00,0.03,9,273.00,0.18,3480,451.00,17.60,270.00,-0.10,9,273.00,1.00,2392,394.00,15.50,268.00,-0.30,9,273.00,1.40,3086,555.00,15.10,268.00
2025-01-07 02:00:00,0.30,90.00,9.00,0.06,9,274.00,0.18,3486,436.00,17.80,271.00,-0.20,9,274.00,1.00,2373,378.00,15.80,271.00,-0.20,9,274.00,1.20,3080,493.00,16.00,269.00
2025-01-07 02:15:00,0.20,24.00,9.00,0.02,9,274.00,0.21,3199,404.00,16.90,255.00,-0.20,9,274.00,0.80,2202,352.00,15.10,250.00,0.10,9,274.00,0.70,2818,459.00,15.00,250.00
2025-01-07 02:30:00,0.90,117.00,9.00,0.02,9,273.00,0.20,3569,495.00,17.10,269.00,-0.20,9,273.00,1.30,2605,463.00,14.90,268.00,-0.90,9,273.00,2.90,3225,622.00,14.70,268.00
2025-01-07 02:45:00,1.10,112.00,9.00,0.02,9,273.00,0.22,3516,476.00,17.30,271.00,-0.30,9,273.00,1.40,2511,437.00,15.10,270.00,-1.00,9,273.00,3.40,3004,642.00,13.50,268.00
2025-01-07 03:00:00,1.40,121.00,9.00,0.02,9,272.00,0.24,3425,502.00,16.60,267.00,-0.20,9,272.00,1.30,2702,454.00,15.40,269.00,-1.40,9,272.00,3.60,3052,711.00,12.90,268.00
2025-01-07 03:15:00,1.00,110.00,9.00,-0.02,9,275.00,0.23,3345,458.00,16.40,251.00,-0.30,9,275.00,1.30,2356,404.00,14.60,251.00,-0.90,9,275.00,3.20,2839,617.00,12.90,250.00
2025-01-07 03:30:00,0.80,100.00,9.00,-0.02,9,273.00,0.20,3551,473.00,17.30,270.00,-0.40,9,273.00,1.10,2682,424.00,16.00,270.00,-0.70,9,273.00,2.60,3099,639.00,14.00,268.00
2025-01-07 03:45:00,3.20,120.00,9.00,0.00,2,272.00,0.26,3851,558.00,16.90,271.00,-0.40,2,272.00,1.50,3150,517.00,15.70,270.00,-3.20,2,272.00,5.00,3277,815.00,12.40,271.00
2025-01-07 04:00:00,4.30,125.00,9.00,0.00,2,273.00,0.29,4025,688.00,15.50,268.00,-0.20,2,273.00,1.70,3549,640.00,15.00,268.00,-4.30,2,273.00,5.10,3622,950.00,11.90,271.00
2025-01-07 04:15:00,2.10,122.00,9.00,-0.02,9,274.00,0.25,3522,536.00,15.60,251.00,-0.20,9,274.00,1.50,2906,495.00,14.70,252.00,-2.00,9,274.00,3.90,3076,744.00,12.20,255.00
2025-01-07 04:30:00,2.60,122.00,9.00,0.02,9,273.00,0.29,3888,615.00,16.10,269.00,-0.30,9,273.00,1.50,3592,573.00,15.90,268.00,-2.60,9,273.00,4.20,3424,864.00,12.20,273.00
2025-01-07 04:45:00,3.40,127.00,9.00,-0.03,9,273.00,0.32,3917,605.00,16.30,270.00,-0.10,9,273.00,1.70,3529,580.00,15.70,271.00,-3.40,2,273.00,4.50,3500,899.00,12.10,273.00
2025-01-07 05:00:00,3.10,131.00,9.00,0.01,9,273.00,0.30,3942,625.00,16.10,271.00,0.20,9,273.00,1.80,3499,615.00,15.10,272.00,-3.10,2,273.00,3.80,3716,889.00,12.80,273.00
2025-01-07 05:15:00,4.40,131.00,9.00,0.01,9,274.00,0.39,4086,680.00,14.90,254.00,0.20,9,274.00,1.90,3846,654.00,14.70,253.00,-4.40,2,274.00,4.10,3793,953.00,11.60,255.00
2025-01-07 05:30:00,2.80,127.00,9.00,0.02,9,273.00,0.29,4013,600.00,16.60,271.00,-0.10,9,273.00,1.40,3380,561.00,15.60,270.00,-2.80,9,273.00,3.70,3634,818.00,13.30,273.00
2025-01-07 05:45:00,3.30,126.00,9.00,0.04,9,272.00,0.33,4127,658.00,16.00,270.00,-0.10,9,272.00,1.40,3858,635.00,15.70,269.00,-3.20,9,272.00,3.50,3822,888.00,13.00,272.00
2025-01-07 06:00:00,2.70,125.00,9.00,0.06,9,273.00,0.25,4054,594.00,16.70,268.00,-0.20,9,273.00,1.40,3665,563.00,16.30,272.00,-2.70,9,273.00,3.20,3666,801.00,13.40,273.00
2025-01-07 06:15:00,1.00,121.00,9.00,0.02,9,274.00,0.23,3439,478.00,16.20,254.00,-0.10,9,274.00,1.10,2851,450.00,15.10,254.00,-1.00,9,274.00,2.00,3205,582.00,14.60,250.00
2025-01-07 06:30:00,0.70,104.00,9.00,0.01,9,273.00,0.19,3514,443.00,17.80,268.00,-0.30,9,273.00,1.00,2707,414.00,16.10,272.00,-0.70,9,273.00,1.20,3410,476.00,17.30,268.00
2025-01-07 06:45:00,1.00,85.00,9.00,0.04,9,272.00,0.21,3769,441.00,18.50,270.00,-0.70,9,272.00,1.00,2969,427.00,16.50,272.00,-0.80,9,272.00,1.20,3440,502.00,17.00,267.00
2025-01-07 07:00:00,0.40,96.00,9.00,0.04,9,273.00,0.21,3468,418.00,18.30,273.00,-0.20,9,273.00,1.00,2698,406.00,16.20,273.00,-0.40,9,273.00,1.10,3044,427.00,17.20,272.00
2025-01-07 07:15:00,1.00,101.00,9.00,0.03,9,274.00,0.19,3259,391.00,17.30,254.00,-0.50,9,274.00,0.90,2749,370.00,16.30,255.00,-0.90,9,274.00,1.60,3001,488.00,15.30,254.00
2025-01-07 07:30:00,1.20,101.00,9.00,0.12,9,272.00,0.21,3479,430.00,17.90,272.00,-0.60,9,272.00,1.10,2919,401.00,16.90,272.00,-1.10,9,272.00,1.20,3176,466.00,16.80,270.00
2025-01-07 07:45:00,0.80,98.00,9.00,0.07,9,273.00,0.21,3514,446.00,17.70,272.00,-0.40,9,273.00,0.90,2995,378.00,17.80,273.00,-0.70,9,273.00,1.20,3282,479.00,16.90,269.00
2025-01-07 08:00:00,0.30,66.00,9.00,0.00,9,272.00,0.15,3429,465.00,17.20,272.00,-0.30,9,272.00,0.80,2658,371.00,16.90,270.00,-0.10,9,272.00,1.00,3100,478.00,16.30,267.00
2025-01-07 08:15:00,0.10,83.00,9.00,0.03,9,275.00,0.23,3080,417.00,16.30,255.00,-0.10,9,275.00,0.80,2721,352.00,16.80,255.00,-0.10,9,275.00,0.80,3194,400.00,17.20,249.00
2025-01-07 08:30:00,0.20,42.00,9.00,0.03,9,271.00,0.17,3462,419.00,18.10,271.00,-0.20,9,271.00,0.60,2699,337.00,17.80,270.00,0.00,9,271.00,0.80,3251,421.00,17.80,268.00
